Canonical SMILES,Molecule IDs
Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccc(CN3CCN(C)CC3)cc21,"CHEMBL4537790, CHEMBL4537790, CHEMBL4537790, CHEMBL4537790, CHEMBL4537790"
COc1cc(N2CCC(N3CC(N(C)C)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3c(c2P(C)(C)=O)OCCO3)n1,"CHEMBL5206164, CHEMBL5206164"
C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(CCCO)nc4-c4ccc(F)cc4)c23)c1,"CHEMBL4071827, CHEMBL4071827, CHEMBL4071827"
COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,"CHEMBL5188373, CHEMBL5188373"
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,"CHEMBL7917, CHEMBL7917, CHEMBL7917, CHEMBL7917, CHEMBL7917, CHEMBL7917, CHEMBL7917"
COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2c[nH]c3ccccc23)n1,"CHEMBL5289859, CHEMBL5289859, CHEMBL5289859"
COc1cc(N2CCC(N3CC(CC#N)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,"CHEMBL5397801, CHEMBL5397801, CHEMBL5397801"
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,"CHEMBL4860398, CHEMBL4860398, CHEMBL4860398, CHEMBL4860398"
O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL603266, CHEMBL603266"
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,"CHEMBL39320, CHEMBL39320, CHEMBL39320, CHEMBL39320"
C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL2029438, CHEMBL2029438, CHEMBL2029438, CHEMBL2029438, CHEMBL2029438, CHEMBL2029438"
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,"CHEMBL4873506, CHEMBL4873506, CHEMBL4873506, CHEMBL4873506"
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,"CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978, CHEMBL388978"
COc1cc(N2CCC(N3CC(N(C)C)C3)CC2)c(C)cc1Nc1ncc(SC)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,"CHEMBL5432965, CHEMBL5432965"
CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL188762, CHEMBL188762, CHEMBL188762, CHEMBL188762"
C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(CN5C(=O)c6ccccc6C5=O)cc4)c23)c1,"CHEMBL4795165, CHEMBL4795165, CHEMBL4795165"
CCc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3P(C)(C)=O)OCO4)n2)c(OC)cc1N1CCC(N2CC(N(C)C)C2)CC1,"CHEMBL5203220, CHEMBL5203220"
CCC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(C4CCCCC4)c(=O)c23)c1,"CHEMBL5218797, CHEMBL5218797, CHEMBL5218797"
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL94061, CHEMBL94061, CHEMBL94061, CHEMBL94061, CHEMBL94061, CHEMBL94061, CHEMBL94061"
CCO[C@@H]1CCN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,"CHEMBL5204749, CHEMBL5204749"
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,"CHEMBL31815, CHEMBL31815, CHEMBL31815, CHEMBL31815"
COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,"CHEMBL5280082, CHEMBL5280082, CHEMBL5280082"
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL336264, CHEMBL336264, CHEMBL336264"
CCOC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,"CHEMBL5195904, CHEMBL5195904"
CCOC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6nccnc6c5P(C)(C)=O)n4)cc3C)CC2)C1,"CHEMBL5179357, CHEMBL5179357, CHEMBL5179357, CHEMBL5179357, CHEMBL5179357, CHEMBL5179357"
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,"CHEMBL39337, CHEMBL39337, CHEMBL39337, CHEMBL39337, CHEMBL39337, CHEMBL39337, CHEMBL39337"
Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,"CHEMBL40734, CHEMBL40734, CHEMBL40734, CHEMBL40734, CHEMBL40734, CHEMBL40734"
C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,"CHEMBL443523, CHEMBL443523, CHEMBL443523, CHEMBL443523"
C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL2029434, CHEMBL2029434, CHEMBL2029434, CHEMBL2029434, CHEMBL2029434"
C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL2029436, CHEMBL2029436, CHEMBL2029436, CHEMBL2029436, CHEMBL2029436"
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,"CHEMBL4852664, CHEMBL4852664, CHEMBL4852664, CHEMBL4852664"
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,"CHEMBL3818015, CHEMBL3818015, CHEMBL3818015"
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,"CHEMBL4868614, CHEMBL4868614, CHEMBL4868614, CHEMBL4868614"
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,"CHEMBL4859375, CHEMBL4859375, CHEMBL4859375, CHEMBL4859375"
CCc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3P(C)(C)=O)OCCO4)n2)c(OC)cc1N1CCC(N2CC(CC#N)C2)CC1,"CHEMBL5203385, CHEMBL5203385, CHEMBL5203385"
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,"CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475, CHEMBL1873475"
OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,"CHEMBL4101719, CHEMBL4101719, CHEMBL4101719, CHEMBL4101719, CHEMBL4101719, CHEMBL4101719"
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,"CHEMBL2347958, CHEMBL2347958, CHEMBL2347958, CHEMBL2347958, CHEMBL2347958, CHEMBL2347958"
NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,"CHEMBL4082764, CHEMBL4082764, CHEMBL4082764, CHEMBL4082764"
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,"CHEMBL2105712, CHEMBL2105712, CHEMBL2105712"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,"CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072, CHEMBL4098072"
Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,"CHEMBL126791, CHEMBL126791"
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,"CHEMBL2029428, CHEMBL2029428, CHEMBL2029428, CHEMBL2029428, CHEMBL2029428"
COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,"CHEMBL5287229, CHEMBL5287229, CHEMBL5287229"
COc1cc(N2CCC(N3CC(CO)C3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,"CHEMBL5435775, CHEMBL5435775, CHEMBL5435775"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,"CHEMBL4297865, CHEMBL4297865, CHEMBL4297865, CHEMBL4297865, CHEMBL4297865, CHEMBL4297865"
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,"CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707, CHEMBL607707"
O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,"CHEMBL138940, CHEMBL138940, CHEMBL138940, CHEMBL138940"
O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,"CHEMBL127086, CHEMBL127086"
CCc1cc(Nc2ncc(Cl)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CC(N(C)C)C2)CC1,"CHEMBL5415418, CHEMBL5415418, CHEMBL5415418"
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1,"CHEMBL2029429, CHEMBL2029429, CHEMBL2029429, CHEMBL2029429, CHEMBL2029429"
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3OC)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,"CHEMBL4559807, CHEMBL4559807, CHEMBL4559807, CHEMBL4559807"
C=CC(=O)Nc1cccc(N2C(=O)N(C3CC3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL2029435, CHEMBL2029435, CHEMBL2029435, CHEMBL2029435, CHEMBL2029435"
CCc1cc(Nc2ncc(Br)c(Nc3ccn4ncnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(CC)CC2)CC1,"CHEMBL5209094, CHEMBL5209094, CHEMBL5209094"
COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6nccnc6c5P(C)(C)=O)n4)cc3C)CC2)C1,"CHEMBL5434495, CHEMBL5434495"
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,"CHEMBL280757, CHEMBL280757, CHEMBL280757, CHEMBL280757"
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,"CHEMBL92937, CHEMBL92937"
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063, CHEMBL285063"
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,"CHEMBL162622, CHEMBL162622, CHEMBL162622"
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,"CHEMBL5095169, CHEMBL5095169, CHEMBL5095169, CHEMBL5095169, CHEMBL5095169, CHEMBL5095169, CHEMBL5095169, CHEMBL5095169, CHEMBL5095169, CHEMBL5095169, CHEMBL5095169"
COc1cc2ncnc3c2cc1OCCOCCOCCOc1ccc(Cl)cc1N3,"CHEMBL5206110, CHEMBL5206110, CHEMBL5206110"
CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,"CHEMBL289213, CHEMBL289213, CHEMBL289213, CHEMBL289213"
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,"CHEMBL44, CHEMBL44, CHEMBL44, CHEMBL44, CHEMBL44, CHEMBL44"
[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,"CHEMBL339416, CHEMBL339416"
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,"CHEMBL28418, CHEMBL28418, CHEMBL28418, CHEMBL28418"
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,"CHEMBL31373, CHEMBL31373, CHEMBL31373, CHEMBL31373"
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,"CHEMBL4847264, CHEMBL4847264, CHEMBL4847264, CHEMBL4847264, CHEMBL4847264, CHEMBL4847264"
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL139095, CHEMBL139095, CHEMBL139095"
CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,"CHEMBL299622, CHEMBL299622, CHEMBL299622"
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL52765, CHEMBL52765, CHEMBL52765, CHEMBL52765, CHEMBL52765, CHEMBL52765, CHEMBL52765, CHEMBL52765, CHEMBL52765, CHEMBL52765"
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1,"CHEMBL2138625, CHEMBL2138625, CHEMBL2138625, CHEMBL2138625"
OC[C@@H](Nc1ncnc2[nH]c(-c3ccccc3)cc12)c1ccccc1,"CHEMBL4780286, CHEMBL4780286"
COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,"CHEMBL4783569, CHEMBL4783569"
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,"CHEMBL3909201, CHEMBL3909201"
C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL3633143, CHEMBL3633143, CHEMBL3633143, CHEMBL3633143, CHEMBL3633143, CHEMBL3633143, CHEMBL3633143, CHEMBL3633143"
COc1cc(N2CCC(N3CCN(CCO)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,"CHEMBL5187838, CHEMBL5187838, CHEMBL5187838, CHEMBL5187838"
COCC1(C)CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6nccnc6c5P(C)(C)=O)n4)cc3C)CC2)C1,"CHEMBL5416489, CHEMBL5416489, CHEMBL5416489"
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,"CHEMBL294475, CHEMBL294475, CHEMBL294475"
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,"CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311, CHEMBL3545311"
CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCCN(C)CC2)CC1,"CHEMBL5180894, CHEMBL5180894"
CCc1cc(Nc2ncc(Br)c(Nc3ccc4ncnn4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CC(COC)C2)CC1,"CHEMBL5199678, CHEMBL5199678, CHEMBL5199678"
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCCC(=O)NO)nn1,"CHEMBL4744985, CHEMBL4744985, CHEMBL4744985"
CN(C)C/C=C/C(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1O[C@@H]1CCOC1,"CHEMBL4759112, CHEMBL4759112, CHEMBL4759112"
COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,"CHEMBL96065, CHEMBL96065"
CCOC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6ncnn6c5P(C)(C)=O)n4)cc3CC)CC2)C1,"CHEMBL5203041, CHEMBL5203041, CHEMBL5203041"
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC)n3)[nH]c12,"CHEMBL5077776, CHEMBL5077776"
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3nc(Nc4ccccc4OC)ncc3Cl)[nH]c12,"CHEMBL5076067, CHEMBL5076067"
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,"CHEMBL51659, CHEMBL51659, CHEMBL51659, CHEMBL51659"
Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,"CHEMBL338114, CHEMBL338114"
OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,"CHEMBL126372, CHEMBL126372, CHEMBL126372"
CCc1cc(Nc2ncc(Br)c(Nc3ccn4ncnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCOCC2)CC1,"CHEMBL5195137, CHEMBL5195137, CHEMBL5195137"
CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,"CHEMBL53777, CHEMBL53777, CHEMBL53777"
COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,"CHEMBL328106, CHEMBL328106"
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,"CHEMBL3647420, CHEMBL3647420, CHEMBL3647420, CHEMBL3647420"
C=CC(=O)Nc1cccc(-n2c(=O)n(CCc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,"CHEMBL4128567, CHEMBL4128567"
C=CC(=O)Nc1cccc(-n2c(=O)c(Cc3ccccc3)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"CHEMBL3633145, CHEMBL3633145"
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCOCC2)c1,"CHEMBL4060003, CHEMBL4060003, CHEMBL4060003, CHEMBL4060003"
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,"CHEMBL3604943, CHEMBL3604943, CHEMBL3604943"
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,"CHEMBL4068763, CHEMBL4068763, CHEMBL4068763"
CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,"CHEMBL5196495, CHEMBL5196495, CHEMBL5196495"
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)nc21,"CHEMBL3678946, CHEMBL3678946, CHEMBL3678946"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC(F)F)ncc2C(F)(F)F)c1,"CHEMBL3699605, CHEMBL3699605"
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,"CHEMBL3674150, CHEMBL3674150, CHEMBL3674150, CHEMBL3674150, CHEMBL3674150, CHEMBL3674150"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,"CHEMBL4100860, CHEMBL4100860, CHEMBL4100860, CHEMBL4100860, CHEMBL4100860"
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,"CHEMBL4087268, CHEMBL4087268, CHEMBL4087268"
CN(C)CCCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"CHEMBL1088901, CHEMBL1088901, CHEMBL1088901"
C=CC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,"CHEMBL1090840, CHEMBL1090840, CHEMBL1090840"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCC3)ccn2)c1,"CHEMBL4100377, CHEMBL4100377, CHEMBL4100377"
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)n1,"CHEMBL4100777, CHEMBL4100777, CHEMBL4100777"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCCC3)ccn2)c1,"CHEMBL4082362, CHEMBL4082362, CHEMBL4082362"
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)F)ncc2C(F)(F)F)c1,"CHEMBL3699606, CHEMBL3699606"
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,"CHEMBL4094927, CHEMBL4094927, CHEMBL4094927, CHEMBL4094927"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc4ccccc4c3)ccn2)c1,"CHEMBL4096980, CHEMBL4096980, CHEMBL4096980"
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccs3)ccn2)c1,"CHEMBL4078963, CHEMBL4078963, CHEMBL4078963"
C#Cc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,"CHEMBL304929, CHEMBL304929, CHEMBL304929, CHEMBL304929, CHEMBL304929"
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3)nc21,"CHEMBL3674148, CHEMBL3674148, CHEMBL3674148"
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,"CHEMBL2178352, CHEMBL2178352, CHEMBL2178352, CHEMBL2178352, CHEMBL2178352, CHEMBL2178352, CHEMBL2178352"
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,"CHEMBL4090686, CHEMBL4090686, CHEMBL4090686, CHEMBL4090686, CHEMBL4090686"
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SCCNC(=O)CC)nc3-c3ccccc3)ccn2)c1,"CHEMBL4079393, CHEMBL4079393, CHEMBL4079393"
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCN(C)CC2)c1,"CHEMBL4071368, CHEMBL4071368, CHEMBL4071368, CHEMBL4071368, CHEMBL4071368"
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,"CHEMBL5275642, CHEMBL5275642, CHEMBL5275642, CHEMBL5275642"
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,"CHEMBL4090601, CHEMBL4090601, CHEMBL4090601, CHEMBL4090601, CHEMBL4090601, CHEMBL4090601, CHEMBL4090601, CHEMBL4090601, CHEMBL4090601, CHEMBL4090601"
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCN4CCOCC4)cc23)c1,"CHEMBL5281903, CHEMBL5281903, CHEMBL5281903, CHEMBL5281903"
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,"CHEMBL3818547, CHEMBL3818547, CHEMBL3818547"
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)NC3CC3)n2)c(OC)cc1N(C)CCN(C)C,"CHEMBL5284780, CHEMBL5284780, CHEMBL5284780"
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,"CHEMBL4759072, CHEMBL4759072, CHEMBL4759072"
C=CC(=O)Nc1cccc(Oc2cnc(C(N)=O)c(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,"CHEMBL3663926, CHEMBL3663926"
